Código,Região,UF,nome_meso,nome_micro,Município,IFDM,Educação,Emprego e Renda,Saúde,desenvolvimento
220160,Nordeste,PI,Centro-Norte Piauiense,Teresina,BENEDITINOS,0.6636661739844095,0.7928426999746475,0.396986841695105,0.8011689802834764,Moderado
220170,Nordeste,PI,Sudoeste Piauiense,Bertolínia,BERTOLÍNIA,0.6032590137633946,0.7166648009703093,0.4287580213314129,0.6643542189884616,Moderado
220173,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,BETÂNIA DO PIAUÍ,0.5698827719446086,0.6474239298687936,0.4174021870489584,0.6448221989160738,Regular
220177,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,BOA HORA,0.5535492933878143,0.6635536012854755,0.320987262195737,0.6761070166822305,Regular
220180,Nordeste,PI,Sudeste Piauiense,Picos,BOCAINA,0.5229950681944984,0.6337019689522464,0.4579873432562934,0.4772958923749553,Regular
220190,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,BOM JESUS,0.6163612088183575,0.7429841583248599,0.41706785544388,0.6890316126863327,Moderado
220191,Nordeste,PI,Norte Piauiense,Litoral Piauiense,BOM PRINCÍPIO DO PIAUÍ,0.5512288492569364,0.5171631852198139,0.4448284597560476,0.6916949027949476,Regular
220192,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,BONFIM DO PIAUÍ,0.556732370331738,0.5810571666744332,0.4306976738421042,0.6584422704786764,Regular
220194,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,BOQUEIRÃO DO PIAUÍ,0.5301787910239268,0.656945046051871,0.3798626918949053,0.5537286351250041,Regular
220196,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,BRASILEIRA,0.6877160627079577,0.7969822798684693,0.4086904073778398,0.8574755008775641,Moderado
220198,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,BREJO DO PIAUÍ,0.5753970706845198,0.5409791380518294,0.3924893822195886,0.7927226917821415,Regular
220200,Nordeste,PI,Norte Piauiense,Litoral Piauiense,BURITI DOS LOPES,0.6045350337485803,0.7232155301228553,0.296941010760372,0.7934485603625137,Moderado
220202,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,BURITI DOS MONTES,0.7287391804783054,0.8848597775558821,0.4693337779627144,0.8320239859163202,Moderado
220205,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,CABECEIRAS DO PIAUÍ,0.6098727434708601,0.7088103423187457,0.3470173665444254,0.7737905215494092,Moderado
220207,Nordeste,PI,Sudeste Piauiense,Picos,CAJAZEIRAS DO PIAUÍ,0.5650127861819008,0.7359819186101407,0.2670956726233153,0.6919607673122465,Regular
220208,Nordeste,PI,Norte Piauiense,Litoral Piauiense,CAJUEIRO DA PRAIA,0.6200672323785521,0.6543030792736675,0.5096322452272605,0.6962663726347287,Moderado
220209,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CALDEIRÃO GRANDE DO PIAUÍ,0.5908392885390354,0.7903054494525082,0.1566560687180907,0.8255563474465075,Regular
220210,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CAMPINAS DO PIAUÍ,0.5396990091379549,0.6070655716832187,0.4414330286202757,0.5705984271103703,Regular
220211,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CAMPO ALEGRE DO FIDALGO,0.599046321240337,0.6101848321600496,0.3059940034890819,0.8809601280718797,Regular
220213,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CAMPO GRANDE DO PIAUÍ,0.5714155442339889,0.8039163995796854,0.2361855056894544,0.674144727432827,Regular
220217,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,CAMPO LARGO DO PIAUÍ,0.5660428032487662,0.7470971074320563,0.2486658889496469,0.7023654133645957,Regular
220220,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,CAMPO MAIOR,0.644952748079308,0.8177589748932944,0.4380176100756758,0.6790816592689538,Moderado
220225,Nordeste,PI,Sudoeste Piauiense,Floriano,CANAVIEIRA,0.501526661697518,0.5146240308996857,0.3077132545159408,0.6822426996769275,Regular
220230,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,CANTO DO BURITI,0.5317520262629358,0.5991720969800775,0.3743313761508197,0.6217526056579105,Regular
220240,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,CAPITÃO DE CAMPOS,0.6147601670211259,0.7957036048766555,0.2394152334643038,0.8091616627224185,Moderado
220245,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CAPITÃO GERVÁSIO OLIVEIRA,0.611187756716926,0.6336823840647371,0.4497402594095075,0.7501406266765336,Moderado
220250,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,CARACOL,0.5800114900880662,0.565499799919968,0.4214710224480911,0.7530636478961394,Regular
220253,Nordeste,PI,Norte Piauiense,Litoral Piauiense,CARAÚBAS DO PIAUÍ,0.5717479851744892,0.6292249661630218,0.3340389353587375,0.7519800540017085,Regular
220255,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CARIDADE DO PIAUÍ,0.547581958834333,0.7431875477463712,0.3207966231633851,0.5787617055932428,Regular
220260,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,CASTELO DO PIAUÍ,0.6821427006875407,0.8201625856608963,0.460039770438616,0.7662257459631098,Moderado
220265,Nordeste,PI,Norte Piauiense,Litoral Piauiense,CAXINGÓ,0.5821010224527098,0.6617954932501542,0.4273452346081981,0.6571623394997772,Regular
220270,Nordeste,PI,Norte Piauiense,Litoral Piauiense,COCAL,0.625333163040411,0.6499885653237816,0.4288679807327764,0.7971429430646753,Moderado
220271,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,COCAL DE TELHA,0.5874041930194964,0.7519916768700008,0.291052453103006,0.7191684490854827,Regular
220272,Nordeste,PI,Norte Piauiense,Litoral Piauiense,COCAL DOS ALVES,0.6536031493911445,0.760727232566258,0.3437818140998196,0.8563004015073561,Moderado
220273,Nordeste,PI,Centro-Norte Piauiense,Teresina,COIVARAS,0.6152594155726299,0.7650796883016528,0.3258986689516386,0.7547998894645985,Moderado
220275,Nordeste,PI,Sudoeste Piauiense,Bertolínia,COLÔNIA DO GURGUÉIA,0.6743633301328812,0.7125489945692998,0.4885825999955856,0.8219583958337584,Moderado
220277,Nordeste,PI,Sudeste Piauiense,Picos,COLÔNIA DO PIAUÍ,0.5627481102790108,0.8066468660670711,0.2602686921252884,0.6213287726446729,Regular
220280,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CONCEIÇÃO DO CANINDÉ,0.6541247232071159,0.6058883774615375,0.4516656054650635,0.9048201866947471,Moderado
220285,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,CORONEL JOSÉ DIAS,0.5221644655113441,0.5732737458619811,0.4362138784320103,0.557005772240041,Regular
220290,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,CORRENTE,0.5594304284095684,0.6731487998672401,0.4088752278007873,0.596267257560678,Regular
220300,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,CRISTALÂNDIA DO PIAUÍ,0.5223147026122336,0.5757517188693659,0.3463936356349347,0.6447987533324001,Regular
220310,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,CRISTINO CASTRO,0.5287207905425754,0.6505509113068527,0.4290688278080896,0.506542632512784,Regular
220320,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,CURIMATÁ,0.5217012234716476,0.6816377772820532,0.2988166007833661,0.5846492923495235,Regular
220323,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,CURRAIS,0.4367043122956287,0.3908008393519903,0.383978457425785,0.5353336401091108,Regular
220325,Nordeste,PI,Centro-Norte Piauiense,Teresina,CURRALINHOS,0.607606501677235,0.5957656847964143,0.45711073588104,0.7699430843542504,Moderado
220327,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,CURRAL NOVO DO PIAUÍ,0.7024227550878633,0.5802414009374794,0.7136838849249079,0.8133429794012028,Moderado
220330,Nordeste,PI,Centro-Norte Piauiense,Teresina,DEMERVAL LOBÃO,0.6466380574459367,0.7578503157279967,0.4445518134326842,0.7375120431771293,Moderado
220335,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,DIRCEU ARCOVERDE,0.4934071781766146,0.5517928444104914,0.4108104802140037,0.5176182099053488,Regular
220340,Nordeste,PI,Sudeste Piauiense,Picos,DOM EXPEDITO LOPES,0.5958996740337794,0.723877993203551,0.3962997719547291,0.6675212569430581,Regular
220342,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,DOMINGOS MOURÃO,0.7052015768231472,0.9092316017316018,0.4281752014329223,0.7781979273049179,Moderado
220345,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,DOM INOCÊNCIO,0.5300586739175162,0.653580175466413,0.4192831245558673,0.5173127217302684,Regular
220350,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,ELESBÃO VELOSO,0.5404497501895734,0.6798319200830438,0.3505196102782038,0.5909977202074727,Regular
220360,Nordeste,PI,Sudoeste Piauiense,Bertolínia,ELISEU MARTINS,0.6238067103759599,0.7102625837285381,0.2805986924676694,0.8805588549316725,Moderado
220370,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,ESPERANTINA,0.5878527523646385,0.6746081363911289,0.403784726437516,0.6851653942652708,Regular
220375,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,FARTURA DO PIAUÍ,0.4647614474249059,0.5906888421252433,0.2910756788690589,0.5125198212804155,Regular
220380,Nordeste,PI,Sudoeste Piauiense,Floriano,FLORES DO PIAUÍ,0.0,0.5294624765901759,0.0,0.7215535757959153,Baixo
220385,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,FLORESTA DO PIAUÍ,0.5194268640903215,0.6512964878258996,0.3501554271615634,0.5568286772835016,Regular
220390,Nordeste,PI,Sudoeste Piauiense,Floriano,FLORIANO,0.6995019756785412,0.8088458997457206,0.4970400033372583,0.7926200239526446,Moderado
220400,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,FRANCINÓPOLIS,0.5205504894693613,0.6640070803024767,0.2405792801499809,0.6570651079556263,Regular
220410,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,FRANCISCO AYRES,0.5832104167104293,0.7388249299719888,0.2426889729434394,0.7681173472158598,Regular
220415,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,FRANCISCO MACEDO,0.6443410111914774,0.7815579891531079,0.424602830906983,0.7268622135143412,Moderado
220420,Nordeste,PI,Sudeste Piauiense,Pio IX,FRANCISCO SANTOS,0.5986353713397274,0.7227539443434223,0.2683656427563107,0.8047865269194495,Regular
220430,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,FRONTEIRAS,0.6349391701003912,0.7618160126181719,0.2748877244763148,0.868113773206687,Moderado
220435,Nordeste,PI,Sudeste Piauiense,Picos,GEMINIANO,0.5032783249711295,0.5976283100492026,0.4850477457204575,0.4271589191437282,Regular
220440,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,GILBUÉS,0.5483167777918392,0.5147104857157774,0.3794555262719834,0.750784321387757,Regular
220450,Nordeste,PI,Sudoeste Piauiense,Floriano,GUADALUPE,0.5965615473838128,0.7321488720709367,0.4140764459875615,0.6434593240929404,Regular
220455,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,GUARIBAS,0.0,0.5743817283772035,0.0,0.5730497812660249,Baixo
220460,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,HUGO NAPOLEÃO,0.659072567616591,0.813701840354424,0.2943954484700502,0.869120414025299,Moderado
220465,Nordeste,PI,Norte Piauiense,Litoral Piauiense,ILHA GRANDE,0.4929189717841218,0.6113781698804417,0.2424400295275213,0.6249387159444025,Regular
220470,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,INHUMA,0.6089988481934723,0.7419349070100143,0.4119316008290963,0.6731300367413066,Moderado
220480,Nordeste,PI,Sudeste Piauiense,Picos,IPIRANGA DO PIAUÍ,0.6477918486901934,0.7999130078819269,0.3512470161026156,0.792215522086038,Moderado
220490,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,ISAÍAS COELHO,0.6352783472711767,0.6926136072302572,0.4146518873173902,0.7985695472658828,Moderado
220500,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,ITAINÓPOLIS,0.5544197624597283,0.6180688183616573,0.3888191590839432,0.6563713099335846,Regular
220510,Nordeste,PI,Sudoeste Piauiense,Floriano,ITAUEIRA,0.5929643905469998,0.6241589566471469,0.5011318525418688,0.6536023624519838,Regular
220515,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,JACOBINA DO PIAUÍ,0.542587634311009,0.6140055173584584,0.4012205201264164,0.612536865448152,Regular
220520,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,JAICÓS,0.5262594751577996,0.6251130773604585,0.4023419200476777,0.5513234280652625,Regular
220525,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,JARDIM DO MULATO,0.5315650071817745,0.6619480458850207,0.2288282589730275,0.7039187166872753,Regular
220527,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,JATOBÁ DO PIAUÍ,0.5615820730219984,0.7843167693306832,0.2490007719276404,0.6514286778076716,Regular
220530,Nordeste,PI,Sudoeste Piauiense,Floriano,JERUMENHA,0.0,0.6353072319837025,0.0,0.7772510997838247,Baixo
220535,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,JOÃO COSTA,0.0,0.6731089516020311,0.0,0.6838124372533083,Baixo
220540,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,JOAQUIM PIRES,0.539111639146298,0.7273220066103148,0.3427635694206911,0.5472493414078885,Regular
220545,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,JOCA MARQUES,0.5403059984036327,0.7223505580619898,0.3851739423063984,0.5133934948425101,Regular
220550,Nordeste,PI,Centro-Norte Piauiense,Teresina,JOSÉ DE FREITAS,0.5647798462630994,0.6726769570815845,0.4331546009274185,0.5885079807802952,Regular
220551,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,JUAZEIRO DO PIAUÍ,0.6048626535424807,0.6901853832442066,0.4065575176922221,0.7178450596910133,Moderado
220552,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,JÚLIO BORGES,0.553052775668909,0.618588701428183,0.4604758801036429,0.5800937454749009,Regular
220553,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,JUREMA,0.5337454546488385,0.5735048203362824,0.3446471206453477,0.6830844229648854,Regular
220554,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,LAGOINHA DO PIAUÍ,0.4777983486676665,0.7578347338935574,0.2215883932507201,0.453971918858722,Regular
220555,Nordeste,PI,Centro-Norte Piauiense,Teresina,LAGOA ALEGRE,0.580713558485053,0.6430725393655552,0.4255224601436738,0.67354567594593,Regular
220556,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,LAGOA DO BARRO DO PIAUÍ,0.5639940069419845,0.6486580034255296,0.2653548585754726,0.7779691588249515,Regular
220557,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,LAGOA DE SÃO FRANCISCO,0.5589883195608907,0.6452837862417694,0.2563843760622413,0.7752967963786618,Regular
220558,Nordeste,PI,Centro-Norte Piauiense,Teresina,LAGOA DO PIAUÍ,0.5582179950256658,0.6336386554621849,0.3998553616695781,0.6411599679452348,Regular
220559,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,LAGOA DO SÍTIO,0.5927975417641719,0.6130997876676861,0.4266046873372471,0.7386881502875826,Regular
220560,Nordeste,PI,Sudoeste Piauiense,Bertolínia,LANDRI SALES,0.5977141054174295,0.6019722434428316,0.4175446008282978,0.7736254719811595,Regular
220570,Nordeste,PI,Norte Piauiense,Litoral Piauiense,LUÍS CORREIA,0.5776202542220428,0.6678583639767729,0.4268721295673311,0.6381302691220243,Regular
220580,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,LUZILÂNDIA,0.5181383466036944,0.6531212307864604,0.4249936898044907,0.476300119220132,Regular
220585,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,MADEIRO,0.5467642896767813,0.6855203214124979,0.4218930973896264,0.5328794502282195,Regular
220590,Nordeste,PI,Sudoeste Piauiense,Bertolínia,MANOEL EMÍDIO,0.6813455878574641,0.8132254901960785,0.3964469577118695,0.8343643156644447,Moderado
220595,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,MARCOLÂNDIA,0.6638270459355374,0.763737298438437,0.3667621657767276,0.8609816735914478,Moderado
220600,Nordeste,PI,Sudoeste Piauiense,Bertolínia,MARCOS PARENTE,0.6584985586274659,0.7325768186062305,0.3760206852841622,0.866898171992005,Moderado
220605,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,MASSAPÊ DO PIAUÍ,0.4685466137005618,0.6231077683427129,0.3945173810036537,0.3880146917553189,Regular
220610,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,MATIAS OLÍMPIO,0.6050916477450478,0.7005966523687057,0.3714879804045459,0.7431903104618918,Moderado
220620,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,MIGUEL ALVES,0.4994507232394484,0.5585324710435234,0.4121314831146119,0.5276882155602098,Regular
220630,Nordeste,PI,Centro-Norte Piauiense,Teresina,MIGUEL LEÃO,0.5808046389563306,0.5779356074445589,0.4516774106755954,0.7128008987488377,Regular
220635,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,MILTON BRANDÃO,0.6169703956220745,0.6195125250038067,0.415211615023692,0.816187046838725,Moderado
220640,Nordeste,PI,Centro-Norte Piauiense,Teresina,MONSENHOR GIL,0.6428813973270903,0.7367072324641692,0.3760670696872584,0.8158698898298433,Moderado
220650,Nordeste,PI,Sudeste Piauiense,Pio IX,MONSENHOR HIPÓLITO,0.575002319369537,0.7296871413942753,0.4004726078368978,0.5948472088774384,Regular
220660,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,MONTE ALEGRE DO PIAUÍ,0.5245435242253131,0.5425005196883947,0.4206125302416991,0.6105175227458456,Regular
220665,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,MORRO CABEÇA NO TEMPO,0.5066192213764291,0.6874599648717296,0.2396528887107202,0.5927448105468378,Regular
220667,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,MORRO DO CHAPÉU DO PIAUÍ,0.5496277695718564,0.6443232097557576,0.2876875119796322,0.7168725869801795,Regular
220669,Nordeste,PI,Norte Piauiense,Litoral Piauiense,MURICI DOS PORTELAS,0.5639616956770954,0.6708034743859017,0.3938336736884966,0.627247938956888,Regular
220670,Nordeste,PI,Sudoeste Piauiense,Floriano,NAZARÉ DO PIAUÍ,0.6510369045054729,0.7459228614522733,0.3648935180841345,0.842294333980011,Moderado
220672,Nordeste,PI,Centro-Norte Piauiense,Teresina,NAZÁRIA,0.6785479026465324,0.8064378536861609,0.430584084700916,0.7986217695525205,Moderado
220675,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,NOSSA SENHORA DE NAZARÉ,0.6669014126114174,0.8156338171632289,0.4256383626220941,0.7594320580489293,Moderado
220680,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,NOSSA SENHORA DOS REMÉDIOS,0.4998903972523224,0.5737852049910874,0.2368651642081394,0.6890208225577403,Regular
220690,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,NOVO ORIENTE DO PIAUÍ,0.5408794585338577,0.5746406926406926,0.4392680690454996,0.608729613915381,Regular
220695,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,NOVO SANTO ANTÔNIO,0.6310381146090622,0.7131493310610959,0.4614469590816779,0.7185180536844131,Moderado
220700,Nordeste,PI,Sudeste Piauiense,Picos,OEIRAS,0.5949738590044735,0.8112641839096948,0.4238445098215449,0.549812883282181,Regular
220710,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,OLHO D'ÁGUA DO PIAUÍ,0.661063715187906,0.8170850522026993,0.4049374056934879,0.7611686876675308,Moderado
220720,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,PADRE MARCOS,0.5571516490296429,0.7461563660035077,0.4541468885588503,0.4711516925265705,Regular
220730,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,PAES LANDIM,0.0,0.5926791600824638,0.0,0.7243681813196611,Baixo
220735,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,PAJEÚ DO PIAUÍ,0.6405266198268809,0.7694984694908892,0.4172260454781999,0.7348553445115538,Moderado
220740,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,PALMEIRA DO PIAUÍ,0.0,0.5465756579311566,0.0,0.6168652893587298,Baixo
220750,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,PALMEIRAIS,0.5609885304379671,0.6094247803898138,0.3954612829652316,0.6780795279588561,Regular
220755,Nordeste,PI,Sudeste Piauiense,Picos,PAQUETÁ,0.4684338772839251,0.6185665804783453,0.2391646805450596,0.5475703708283705,Regular
220760,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,PARNAGUÁ,0.5008007294259771,0.5125228343310431,0.4439681566212011,0.545911197325687,Regular
220770,Nordeste,PI,Norte Piauiense,Litoral Piauiense,PARNAÍBA,0.5930552586285907,0.7043192773393852,0.4592676131747139,0.615578885371673,Regular
220775,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,PASSAGEM FRANCA DO PIAUÍ,0.6493554971161417,0.7111827094474154,0.3752799445030398,0.8616038373979701,Moderado
220777,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,PATOS DO PIAUÍ,0.564255055391804,0.6452451580346561,0.4005015752079212,0.6470184329328346,Regular
220779,Nordeste,PI,Centro-Norte Piauiense,Teresina,PAU D'ARCO DO PIAUÍ,0.5072641362672629,0.5456914880784849,0.2249439762152203,0.7511569445080836,Regular
220780,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,PAULISTANA,0.5550624618401399,0.6472121987632552,0.4310835948763157,0.5868915918808489,Regular
220785,Nordeste,PI,Sudoeste Piauiense,Floriano,PAVUSSU,0.0,0.5748465337479421,0.0,0.666122500216138,Baixo
220790,Nordeste,PI,Centro-Norte Piauiense,Campo Maior,PEDRO II,0.5395220725154838,0.7112613967463913,0.3243162866092302,0.5829885341908299,Regular
220793,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,PEDRO LAURENTINO,0.5234157834456683,0.6567980888557955,0.3458559648270625,0.567593296654147,Regular
220795,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,NOVA SANTA RITA,0.5178718140297616,0.6876250159814964,0.2229811816602217,0.6430092444475669,Regular
220800,Nordeste,PI,Sudeste Piauiense,Picos,PICOS,0.6818390218271928,0.7470028729687448,0.6262670410819323,0.6722471514309016,Moderado
220810,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,PIMENTEIRAS,0.5555267434459701,0.5984852988292798,0.4320934227666411,0.6360015087419894,Regular
220820,Nordeste,PI,Sudeste Piauiense,Pio IX,PIO IX,0.6194035076541116,0.8006967577328433,0.3331833348386855,0.7243304303908058,Moderado
220830,Nordeste,PI,Norte Piauiense,Litoral Piauiense,PIRACURUCA,0.6789848975631432,0.7894161895727942,0.3914407031487045,0.8560977999679307,Moderado
220840,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,PIRIPIRI,0.713754122653999,0.7923140056022409,0.4712304728117493,0.8777178895480067,Moderado
220850,Nordeste,PI,Norte Piauiense,Baixo Parnaíba Piauiense,PORTO,0.5015992401735773,0.6136300324432341,0.3194769083133352,0.5716907797641625,Regular
220855,Nordeste,PI,Sudoeste Piauiense,Bertolínia,PORTO ALEGRE DO PIAUÍ,0.6587829551543705,0.7615237670825907,0.3974709869639725,0.8173541114165483,Moderado
220860,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,PRATA DO PIAUÍ,0.6774723294569688,0.7414424945649564,0.4179486339187885,0.8730258598871616,Moderado
220865,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,QUEIMADA NOVA,0.5638030867409028,0.6191588003223099,0.3588048002236135,0.7134456596767853,Regular
220870,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,REDENÇÃO DO GURGUÉIA,0.5289727475811632,0.6080496562261268,0.3353086387706722,0.6435599477466907,Regular
220880,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,REGENERAÇÃO,0.6142652512335008,0.643192798351107,0.4596299462676579,0.7399730090817377,Moderado
220885,Nordeste,PI,Sudoeste Piauiense,Chapadas do Extremo Sul Piauiense,RIACHO FRIO,0.4741150183591595,0.6150416260548106,0.4356042067110553,0.3716992223116128,Regular
220887,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,RIBEIRA DO PIAUÍ,0.6045982703072867,0.6008085183916827,0.5536767383758534,0.6593095541543245,Moderado
220890,Nordeste,PI,Sudoeste Piauiense,Alto Parnaíba Piauiense,RIBEIRO GONÇALVES,0.5524606996310493,0.6912955744430996,0.3430440484881371,0.6230424759619112,Regular
220900,Nordeste,PI,Sudoeste Piauiense,Floriano,RIO GRANDE DO PIAUÍ,0.5632831263480276,0.6421199616286035,0.2581301213721514,0.789599296043328,Regular
220910,Nordeste,PI,Sudeste Piauiense,Picos,SANTA CRUZ DO PIAUÍ,0.58012377845267,0.7358148547956732,0.4083267999374721,0.5962296806248648,Regular
220915,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,SANTA CRUZ DOS MILAGRES,0.6247261645952153,0.7616026285826051,0.432405636882114,0.6801702283209273,Moderado
220920,Nordeste,PI,Sudoeste Piauiense,Alto Parnaíba Piauiense,SANTA FILOMENA,0.0,0.6235799041461902,0.0,0.800647999864141,Baixo
220930,Nordeste,PI,Sudoeste Piauiense,Alto Médio Gurguéia,SANTA LUZ,0.0,0.654827639825037,0.0,0.6646617596235114,Baixo
220935,Nordeste,PI,Sudeste Piauiense,Picos,SANTANA DO PIAUÍ,0.6162345463970231,0.7521587678133455,0.4308948722947253,0.6656499990829987,Moderado
220937,Nordeste,PI,Sudeste Piauiense,Picos,SANTA ROSA DO PIAUÍ,0.5803997232272018,0.7755786245532696,0.3602414588199202,0.6053790863084157,Regular
220940,Nordeste,PI,Sudeste Piauiense,Pio IX,SANTO ANTÔNIO DE LISBOA,0.4840258345216501,0.5756431117901707,0.3179420028005877,0.558492388974192,Regular
220945,Nordeste,PI,Centro-Norte Piauiense,Médio Parnaíba Piauiense,SANTO ANTÔNIO DOS MILAGRES,0.6041686512005531,0.7096446524555767,0.3898162520319299,0.7130450491141529,Moderado
220950,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,SANTO INÁCIO DO PIAUÍ,0.6080753679088395,0.72722161733184,0.4333765365417354,0.6636279498529435,Moderado
220955,Nordeste,PI,Sudoeste Piauiense,São Raimundo Nonato,SÃO BRAZ DO PIAUÍ,0.6045326089882815,0.7225514333392933,0.4113476618312851,0.6796987317942664,Moderado
220960,Nordeste,PI,Centro-Norte Piauiense,Valença do Piauí,SÃO FÉLIX DO PIAUÍ,0.5443973923863386,0.7110545794075205,0.3613527444164653,0.56078485333503,Regular
220965,Nordeste,PI,Sudeste Piauiense,Alto Médio Canindé,SÃO FRANCISCO DE ASSIS DO PIAUÍ,0.5206690903023363,0.6528687253557549,0.2834852291655304,0.6256533163857237,Regular
