Código,Região,UF,nome_meso,nome_micro,Município,IFDM,Educação,Emprego e Renda,Saúde,desenvolvimento
411860,Sul,PR,Sudeste Paranaense,União da Vitória,PAULA FREITAS,0.7345611692381095,0.8302500072193826,0.4181101484312335,0.9553233520637128,Moderado
411870,Sul,PR,Sudeste Paranaense,União da Vitória,PAULO FRONTIN,0.7222074963892768,0.7996689584924879,0.533457112485088,0.8334964181902549,Moderado
411880,Sul,PR,Centro Ocidental Paranaense,Campo Mourão,PEABIRU,0.7922001997404615,0.9305567122371337,0.4910942572568318,0.9549496297274193,Moderado
411885,Sul,PR,Noroeste Paranaense,Umuarama,PEROBAL,0.7270389230023664,0.8732606259895264,0.4032446442488637,0.904611498768709,Moderado
411890,Sul,PR,Noroeste Paranaense,Umuarama,PÉROLA,0.7451827166256606,0.9045784313725491,0.4693144275556358,0.8616552909487972,Moderado
411900,Sul,PR,Sudoeste Paranaense,Capanema,PÉROLA D'OESTE,0.7170973533566591,0.7940406162464987,0.5023968733335858,0.8548545704898929,Moderado
411910,Sul,PR,Metropolitana de Curitiba,Rio Negro,PIÊN,0.741376304355014,0.8354183268955814,0.5213239266318968,0.8673866595375639,Moderado
411915,Sul,PR,Metropolitana de Curitiba,Curitiba,PINHAIS,0.810764815057272,0.8586596917621753,0.6584403663435248,0.9151943870661163,Alto
411920,Sul,PR,Norte Pioneiro Paranaense,Ibaiti,PINHALÃO,0.7099309096097356,0.82958724238136,0.4248480419226661,0.8753574445251809,Moderado
411925,Sul,PR,Sudoeste Paranaense,Francisco Beltrão,PINHAL DE SÃO BENTO,0.6631022447228208,0.786890360786481,0.4478705402589834,0.7545458331229979,Moderado
411930,Sul,PR,Centro-Sul Paranaense,Guarapuava,PINHÃO,0.6770951455582296,0.7140636356112158,0.5316667063350787,0.7855550947283944,Moderado
411940,Sul,PR,Centro Oriental Paranaense,Jaguariaíva,PIRAÍ DO SUL,0.7004928925877961,0.730036035274801,0.5289348804483012,0.8425077620402864,Moderado
411950,Sul,PR,Metropolitana de Curitiba,Curitiba,PIRAQUARA,0.6375688428944994,0.7029529402245179,0.3919321546823307,0.8178214337766497,Moderado
411960,Sul,PR,Centro-Sul Paranaense,Pitanga,PITANGA,0.7637543057512977,0.8012927010689909,0.5886843081259412,0.9012859080589614,Moderado
411965,Sul,PR,Norte Central Paranaense,Londrina,PITANGUEIRAS,0.7478969546362775,0.877119429590018,0.5136316604285827,0.8529397738902321,Moderado
411970,Sul,PR,Noroeste Paranaense,Paranavaí,PLANALTINA DO PARANÁ,0.7197590314141901,0.8173165266106442,0.4659331719819481,0.8760273956499781,Moderado
411980,Sul,PR,Sudoeste Paranaense,Capanema,PLANALTO,0.7520787390199766,0.829956150361379,0.5451545670843,0.8811254996142509,Moderado
411990,Sul,PR,Centro Oriental Paranaense,Ponta Grossa,PONTA GROSSA,0.8189577459725874,0.8707465658226969,0.7445577516428303,0.8415689204522351,Alto
411995,Sul,PR,Metropolitana de Curitiba,Paranaguá,PONTAL DO PARANÁ,0.7879956244873481,0.8632186245127422,0.7609568780246793,0.7398113709246227,Moderado
412000,Sul,PR,Norte Central Paranaense,Porecatu,PORECATU,0.6830496707619114,0.9272109704641351,0.3910984717226674,0.7308395700989319,Moderado
412010,Sul,PR,Metropolitana de Curitiba,Lapa,PORTO AMAZONAS,0.7186778550830226,0.7568000796328505,0.4674830403276756,0.9317504452885417,Moderado
412015,Sul,PR,Centro-Sul Paranaense,Guarapuava,PORTO BARREIRO,0.6710739531536281,0.7619526667809979,0.3333748977671067,0.9178942949127797,Moderado
412020,Sul,PR,Noroeste Paranaense,Paranavaí,PORTO RICO,0.7346477817701007,0.8069117647058824,0.5210794266233338,0.8759521539810861,Moderado
412030,Sul,PR,Sudeste Paranaense,União da Vitória,PORTO VITÓRIA,0.7111569404297624,0.7950686274509804,0.4474065553586378,0.8909956384796693,Moderado
412033,Sul,PR,Norte Central Paranaense,Porecatu,PRADO FERREIRA,0.6740955294864268,0.8134787750151606,0.4430978502675086,0.7657099631766113,Moderado
412035,Sul,PR,Sudoeste Paranaense,Capanema,PRANCHITA,0.7143446118722411,0.8136044605831889,0.5974837244296674,0.7319456506038672,Moderado
412040,Sul,PR,Norte Central Paranaense,Astorga,PRESIDENTE CASTELO BRANCO,0.7086485885591809,0.821062896080418,0.4543065039159023,0.8505763656812222,Moderado
412050,Sul,PR,Norte Central Paranaense,Porecatu,PRIMEIRO DE MAIO,0.7184225911533524,0.7886329258976318,0.5028612114478995,0.8637736361145261,Moderado
412060,Sul,PR,Sudeste Paranaense,Prudentópolis,PRUDENTÓPOLIS,0.7352373252705953,0.8227230176986996,0.5157893279628469,0.8671996301502394,Moderado
412065,Sul,PR,Centro Ocidental Paranaense,Goioerê,QUARTO CENTENÁRIO,0.71239663445863,0.8079314334429424,0.5465187694270137,0.782739700505934,Moderado
412070,Sul,PR,Norte Pioneiro Paranaense,Wenceslau Braz,QUATIGUÁ,0.7719271674804737,0.9087549019607843,0.55756155049515,0.8494650499854872,Moderado
412080,Sul,PR,Metropolitana de Curitiba,Curitiba,QUATRO BARRAS,0.756357053225613,0.8217684300081063,0.5186744014687918,0.9286283281999407,Moderado
412085,Sul,PR,Oeste Paranaense,Toledo,QUATRO PONTES,0.7412143850490189,0.8955784313725491,0.5638575072311227,0.7642072165433852,Moderado
412090,Sul,PR,Centro-Sul Paranaense,Guarapuava,QUEDAS DO IGUAÇU,0.7857047356954155,0.8004495204565616,0.6294390024694425,0.9272256841602429,Moderado
412100,Sul,PR,Noroeste Paranaense,Paranavaí,QUERÊNCIA DO NORTE,0.6981725405414083,0.7831268285091814,0.4883992576507406,0.8229915354643033,Moderado
412110,Sul,PR,Centro Ocidental Paranaense,Campo Mourão,QUINTA DO SOL,0.705661116314683,0.819599372350015,0.4735427113808852,0.8238412652131487,Moderado
412120,Sul,PR,Metropolitana de Curitiba,Rio Negro,QUITANDINHA,0.6943845724536228,0.7951707231837073,0.4125242913477535,0.8754587028294079,Moderado
412125,Sul,PR,Oeste Paranaense,Foz do Iguaçu,RAMILÂNDIA,0.6570886321311151,0.7117663055069744,0.4795719830314052,0.779927607854966,Moderado
412130,Sul,PR,Norte Pioneiro Paranaense,Assaí,RANCHO ALEGRE,0.7213523823964721,0.7906637711264282,0.5106756025219163,0.8627177735410723,Moderado
412135,Sul,PR,Centro Ocidental Paranaense,Goioerê,RANCHO ALEGRE D'OESTE,0.6212885410374094,0.7795955963780862,0.3287883842748337,0.7554816424593085,Moderado
412140,Sul,PR,Sudoeste Paranaense,Capanema,REALEZA,0.8445516788592904,0.9518761504601841,0.6510607593189626,0.9307181267987246,Alto
412150,Sul,PR,Sudeste Paranaense,Irati,REBOUÇAS,0.6416650658041771,0.7869805560289638,0.3792324624970564,0.7587821788865116,Moderado
412160,Sul,PR,Sudoeste Paranaense,Francisco Beltrão,RENASCENÇA,0.7566382197816005,0.7763131599314328,0.5404426393306281,0.9531588600827408,Moderado
412170,Sul,PR,Centro Oriental Paranaense,Telêmaco Borba,RESERVA,0.6399937599023788,0.7445444395645634,0.5266997457390097,0.6487370944035635,Moderado
412175,Sul,PR,Centro-Sul Paranaense,Guarapuava,RESERVA DO IGUAÇU,0.6815473101846614,0.7114573283858998,0.4575849354523346,0.87559966671575,Moderado
412180,Sul,PR,Norte Pioneiro Paranaense,Jacarezinho,RIBEIRÃO CLARO,0.7357957437012863,0.8285438317649156,0.6201519068613762,0.7586914924775672,Moderado
412190,Sul,PR,Norte Pioneiro Paranaense,Cornélio Procópio,RIBEIRÃO DO PINHAL,0.7304657071096939,0.8765349492471513,0.5430084068060861,0.7718537652758446,Moderado
412200,Sul,PR,Sudeste Paranaense,Irati,RIO AZUL,0.6805995012695911,0.7567863921078635,0.5020825670373171,0.7829295446635928,Moderado
412210,Sul,PR,Norte Central Paranaense,Faxinal,RIO BOM,0.748126671950132,0.8497215899017836,0.4635188508595526,0.9311395750890599,Moderado
412215,Sul,PR,Centro-Sul Paranaense,Guarapuava,RIO BONITO DO IGUAÇU,0.6616400293579224,0.760759215437838,0.4136199401144417,0.8105409325214876,Moderado
412217,Sul,PR,Norte Central Paranaense,Ivaiporã,RIO BRANCO DO IVAÍ,0.6638953539035477,0.7916441147887726,0.3053708156511705,0.8946711312707004,Moderado
412220,Sul,PR,Metropolitana de Curitiba,Curitiba,RIO BRANCO DO SUL,0.6966381878036134,0.749928163225089,0.4420927749091299,0.8978936252766212,Moderado
412230,Sul,PR,Metropolitana de Curitiba,Rio Negro,RIO NEGRO,0.8386967839648604,0.9049049800824853,0.6525242354110679,0.958661136401028,Alto
412240,Sul,PR,Norte Central Paranaense,Londrina,ROLÂNDIA,0.8426726757542675,0.8601558628179404,0.7498079683396008,0.9180541961052614,Alto
412250,Sul,PR,Centro Ocidental Paranaense,Campo Mourão,RONCADOR,0.6931565022510227,0.8070481577246282,0.5342065104686037,0.7382148385598363,Moderado
412260,Sul,PR,Noroeste Paranaense,Cianorte,RONDON,0.7539883137553178,0.7906803224947242,0.6286263157595455,0.8426583030116839,Moderado
412265,Sul,PR,Norte Central Paranaense,Ivaiporã,ROSÁRIO DO IVAÍ,0.7682547598821517,0.8576468166213855,0.4959381670922058,0.9511792959328642,Moderado
412270,Sul,PR,Norte Central Paranaense,Apucarana,SABÁUDIA,0.8253001085053087,0.8532549019607842,0.7110180615082493,0.9116273620468923,Alto
412280,Sul,PR,Sudoeste Paranaense,Francisco Beltrão,SALGADO FILHO,0.7724090778937028,0.8774850606909432,0.5299566751384067,0.9097854978517589,Moderado
412290,Sul,PR,Norte Pioneiro Paranaense,Wenceslau Braz,SALTO DO ITARARÉ,0.6598426293798563,0.8272854509651272,0.4908338517902096,0.6614085853842321,Moderado
412300,Sul,PR,Sudoeste Paranaense,Francisco Beltrão,SALTO DO LONTRA,0.7116342157736287,0.8225595488820008,0.4541309211566414,0.8582121772822442,Moderado
412310,Sul,PR,Norte Pioneiro Paranaense,Cornélio Procópio,SANTA AMÉLIA,0.665605811694298,0.8136365723636697,0.4785877182877862,0.7045931444314382,Moderado
412320,Sul,PR,Norte Pioneiro Paranaense,Assaí,SANTA CECÍLIA DO PAVÃO,0.6999564303814843,0.7836645899739206,0.4128980891222843,0.9033066120482478,Moderado
412330,Sul,PR,Noroeste Paranaense,Paranavaí,SANTA CRUZ DE MONTE CASTELO,0.74862240632068,0.843422035480859,0.5266043578039912,0.8758408256771899,Moderado
412340,Sul,PR,Norte Central Paranaense,Astorga,SANTA FÉ,0.6765818949530106,0.8769990939152599,0.4822644229163959,0.670482168027376,Moderado
412350,Sul,PR,Oeste Paranaense,Toledo,SANTA HELENA,0.7720231211166013,0.8796188232035278,0.6144054973517331,0.8220450427945429,Moderado
412360,Sul,PR,Norte Central Paranaense,Astorga,SANTA INÊS,0.6812611537448764,0.9019117647058825,0.4055631402877087,0.7363085562410381,Moderado
412370,Sul,PR,Noroeste Paranaense,Paranavaí,SANTA ISABEL DO IVAÍ,0.6497268944395138,0.8306539127728386,0.4267639293516433,0.6917628411940595,Moderado
412380,Sul,PR,Sudoeste Paranaense,Capanema,SANTA IZABEL DO OESTE,0.7989273236771515,0.8928926873396079,0.5722852614342833,0.9316040222575638,Moderado
412382,Sul,PR,Oeste Paranaense,Cascavel,SANTA LÚCIA,0.7253519222644005,0.7462649834708658,0.5756056950638488,0.854185088258487,Moderado
412385,Sul,PR,Centro-Sul Paranaense,Pitanga,SANTA MARIA DO OESTE,0.6084759099448352,0.7073161605713219,0.3627112190002989,0.7554003502628851,Moderado
412390,Sul,PR,Norte Pioneiro Paranaense,Cornélio Procópio,SANTA MARIANA,0.7147314799460124,0.7514915894146181,0.5388752042401496,0.8538276461832697,Moderado
412395,Sul,PR,Noroeste Paranaense,Paranavaí,SANTA MÔNICA,0.6746716757053018,0.7264585384449638,0.5610150778160892,0.7365414108548526,Moderado
412400,Sul,PR,Norte Pioneiro Paranaense,Wenceslau Braz,SANTANA DO ITARARÉ,0.7475481844470961,0.78699376114082,0.5233387767849739,0.9323120154154945,Moderado
412402,Sul,PR,Oeste Paranaense,Cascavel,SANTA TEREZA DO OESTE,0.773694262327065,0.815344645550528,0.6310418133786164,0.8746963280520504,Moderado
412405,Sul,PR,Oeste Paranaense,Foz do Iguaçu,SANTA TEREZINHA DE ITAIPU,0.7542272317937542,0.8356130291948181,0.5132674453292758,0.9138012208571686,Moderado
412410,Sul,PR,Norte Pioneiro Paranaense,Jacarezinho,SANTO ANTÔNIO DA PLATINA,0.7524726488790421,0.7946319028249217,0.5881810422816715,0.8746050015305334,Moderado
412420,Sul,PR,Noroeste Paranaense,Paranavaí,SANTO ANTÔNIO DO CAIUÁ,0.7705318111109899,0.8359954197895374,0.5415549614653627,0.9340450520780698,Moderado
412430,Sul,PR,Norte Pioneiro Paranaense,Cornélio Procópio,SANTO ANTÔNIO DO PARAÍSO,0.6312800008386792,0.7882078702448723,0.4599818313918432,0.645650300879322,Moderado
412440,Sul,PR,Sudoeste Paranaense,Francisco Beltrão,SANTO ANTÔNIO DO SUDOESTE,0.7994857267442921,0.8391586568511703,0.6155036236954007,0.9437948996863057,Moderado
412450,Sul,PR,Norte Central Paranaense,Astorga,SANTO INÁCIO,0.7885143781080203,0.8607335115864527,0.6765393946349952,0.8282702281026129,Moderado
412460,Sul,PR,Noroeste Paranaense,Paranavaí,SÃO CARLOS DO IVAÍ,0.774619050403428,0.7615274782437477,0.6990178928847316,0.8633117800818049,Moderado
412470,Sul,PR,Norte Pioneiro Paranaense,Assaí,SÃO JERÔNIMO DA SERRA,0.6326864915238999,0.6507962367665338,0.4115378599422244,0.8357253778629417,Moderado
412480,Sul,PR,Sudoeste Paranaense,Pato Branco,SÃO JOÃO,0.8179399989288493,0.9749156515319307,0.6119806795896995,0.8669236656649177,Alto
412490,Sul,PR,Noroeste Paranaense,Paranavaí,SÃO JOÃO DO CAIUÁ,0.7555670855336449,0.8212390715622349,0.529188391371569,0.9162737936671311,Moderado
412500,Sul,PR,Norte Central Paranaense,Ivaiporã,SÃO JOÃO DO IVAÍ,0.6366103309447109,0.8221978549809186,0.4405826964009498,0.6470504414522643,Moderado
412510,Sul,PR,Sudeste Paranaense,São Mateus do Sul,SÃO JOÃO DO TRIUNFO,0.5984532204837458,0.6934537815126052,0.3002228698884277,0.8016830100502045,Regular
412520,Sul,PR,Sudoeste Paranaense,Francisco Beltrão,SÃO JORGE D'OESTE,0.7625995843155283,0.8425033834696323,0.49934357689581,0.9459517925811426,Moderado
412530,Sul,PR,Norte Central Paranaense,Floraí,SÃO JORGE DO IVAÍ,0.7695278638144762,0.8488675688637738,0.517770763239862,0.9419452593397928,Moderado
412535,Sul,PR,Noroeste Paranaense,Umuarama,SÃO JORGE DO PATROCÍNIO,0.7734913260046412,0.8869117647058825,0.5418135454678823,0.8917486678401592,Moderado
412540,Sul,PR,Norte Pioneiro Paranaense,Wenceslau Braz,SÃO JOSÉ DA BOA VISTA,0.7156208772751864,0.8017815236330752,0.5315337980952519,0.8135473100972321,Moderado
412545,Sul,PR,Oeste Paranaense,Toledo,SÃO JOSÉ DAS PALMEIRAS,0.7202229761271499,0.7835742414376015,0.4640270711726364,0.9130676157712119,Moderado
412550,Sul,PR,Metropolitana de Curitiba,Curitiba,SÃO JOSÉ DOS PINHAIS,0.8073544198543621,0.7717656482546615,0.7122399112830993,0.9380577000253258,Alto
412555,Sul,PR,Noroeste Paranaense,Cianorte,SÃO MANOEL DO PARANÁ,0.8202990586090593,0.8920710371104965,0.6749936472713496,0.8938324914453316,Alto
412560,Sul,PR,Sudeste Paranaense,São Mateus do Sul,SÃO MATEUS DO SUL,0.7624009951377526,0.8344188288098129,0.5424822945794888,0.910301862023956,Moderado
412570,Sul,PR,Oeste Paranaense,Foz do Iguaçu,SÃO MIGUEL DO IGUAÇU,0.7649220828666337,0.8163065015479876,0.6281673015412261,0.8502924455106875,Moderado
412575,Sul,PR,Oeste Paranaense,Toledo,SÃO PEDRO DO IGUAÇU,0.7080281131021648,0.7997035580879717,0.4008359437030971,0.9235448375154257,Moderado
412580,Sul,PR,Norte Central Paranaense,Ivaiporã,SÃO PEDRO DO IVAÍ,0.7339292297853705,0.7789213139801375,0.5844444711279566,0.8384219042480174,Moderado
412590,Sul,PR,Noroeste Paranaense,Paranavaí,SÃO PEDRO DO PARANÁ,0.6825472000469904,0.8048591800356506,0.5687319026816262,0.6740505174236945,Moderado
412600,Sul,PR,Norte Pioneiro Paranaense,Assaí,SÃO SEBASTIÃO DA AMOREIRA,0.6686999077869664,0.7968880885687608,0.4963195030067554,0.712892131785383,Moderado
412610,Sul,PR,Noroeste Paranaense,Cianorte,SÃO TOMÉ,0.8034340644053303,0.8423077404082362,0.6110925494042128,0.956901903403542,Alto
412620,Sul,PR,Norte Pioneiro Paranaense,Ibaiti,SAPOPEMA,0.6919576287437621,0.7536301074646726,0.5279992732173824,0.7942435055492314,Moderado
412625,Sul,PR,Norte Central Paranaense,Maringá,SARANDI,0.7488271519649716,0.7641046303343422,0.5625508206819176,0.9198260048786554,Moderado
412627,Sul,PR,Sudoeste Paranaense,Pato Branco,SAUDADE DO IGUAÇU,0.7670710939132415,0.8255843593251254,0.6281661731245867,0.8474627492900122,Moderado
412630,Sul,PR,Centro Oriental Paranaense,Jaguariaíva,SENGÉS,0.7062225648022845,0.7698373141464379,0.6069419158703433,0.7418884643900725,Moderado
412635,Sul,PR,Oeste Paranaense,Foz do Iguaçu,SERRANÓPOLIS DO IGUAÇU,0.8029447723432832,0.894574768368886,0.5514146815793259,0.9628448670816379,Alto
412640,Sul,PR,Norte Pioneiro Paranaense,Cornélio Procópio,SERTANEJA,0.7993831457137771,0.9080784313725491,0.5817376563957345,0.9083333493730479,Moderado
412650,Sul,PR,Norte Central Paranaense,Porecatu,SERTANÓPOLIS,0.8231879938632005,0.8852852396188602,0.6541823737594845,0.930096368211257,Alto
412660,Sul,PR,Norte Pioneiro Paranaense,Wenceslau Braz,SIQUEIRA CAMPOS,0.7790996670142412,0.8885840547241036,0.6478141434015852,0.800900802917035,Moderado
412665,Sul,PR,Sudoeste Paranaense,Pato Branco,SULINA,0.661185773002842,0.7367821128451382,0.4446422197163625,0.8021329864470254,Moderado
412667,Sul,PR,Norte Central Paranaense,Londrina,TAMARANA,0.6695871779438058,0.625004307950811,0.4766177336790954,0.9071394922015112,Moderado
412670,Sul,PR,Noroeste Paranaense,Paranavaí,TAMBOARA,0.67570512582979,0.7999453139746465,0.4606505177076327,0.766519545807091,Moderado
412680,Sul,PR,Noroeste Paranaense,Cianorte,TAPEJARA,0.8085774718989254,0.8340321027049246,0.6618285769975096,0.9298717359943424,Alto
412690,Sul,PR,Noroeste Paranaense,Umuarama,TAPIRA,0.7434759798712587,0.8302541595383351,0.5166796008203439,0.883494179255097,Moderado
412700,Sul,PR,Sudeste Paranaense,Prudentópolis,TEIXEIRA SOARES,0.6923505505799278,0.777673669467787,0.5341790589244306,0.7651989233475657,Moderado
412710,Sul,PR,Centro Oriental Paranaense,Telêmaco Borba,TELÊMACO BORBA,0.7590678965958202,0.7833175002050561,0.8251918352212086,0.6686943543611958,Moderado
412720,Sul,PR,Centro Ocidental Paranaense,Campo Mourão,TERRA BOA,0.7836495611029077,0.8323153479213468,0.632800230693561,0.8858331046938157,Moderado
412730,Sul,PR,Noroeste Paranaense,Paranavaí,TERRA RICA,0.753742794222588,0.8242183164991101,0.5699321092270832,0.8670779569415709,Moderado
412740,Sul,PR,Oeste Paranaense,Toledo,TERRA ROXA,0.7392201591153342,0.7861609513569326,0.5498056086813156,0.8816939173077545,Moderado
412750,Sul,PR,Centro Oriental Paranaense,Telêmaco Borba,TIBAGI,0.711925793347773,0.720827555455315,0.5632815108332283,0.8516683137547759,Moderado
412760,Sul,PR,Metropolitana de Curitiba,Rio Negro,TIJUCAS DO SUL,0.7109423439301167,0.7856708976592599,0.4538830883211158,0.8932730458099745,Moderado
412770,Sul,PR,Oeste Paranaense,Toledo,TOLEDO,0.8785821040737589,0.9060671785671728,0.7731088736835822,0.9565702599705224,Alto
412780,Sul,PR,Norte Pioneiro Paranaense,Wenceslau Braz,TOMAZINA,0.7246728682883787,0.7945010185892539,0.4922785831167701,0.8872390031591125,Moderado
412785,Sul,PR,Oeste Paranaense,Cascavel,TRÊS BARRAS DO PARANÁ,0.7637747286673053,0.8147463112633588,0.5061311832711047,0.9704466914674528,Moderado
412788,Sul,PR,Metropolitana de Curitiba,Curitiba,TUNAS DO PARANÁ,0.6935046926626904,0.6864614209320092,0.477631693652951,0.9164209634031113,Moderado
412790,Sul,PR,Noroeste Paranaense,Cianorte,TUNEIRAS DO OESTE,0.7238158212077949,0.7482490164605168,0.4966980270756682,0.9265004200871996,Moderado
412795,Sul,PR,Oeste Paranaense,Toledo,TUPÃSSI,0.684586008981663,0.8512375486780077,0.4921069489946163,0.710413529272365,Moderado
412796,Sul,PR,Centro-Sul Paranaense,Guarapuava,TURVO,0.6564559204787541,0.7829705555565832,0.451677621224313,0.734719584655366,Moderado
412800,Sul,PR,Centro Ocidental Paranaense,Goioerê,UBIRATÃ,0.7656219200910501,0.8686053400083438,0.6552094058618694,0.7730510144029374,Moderado
412810,Sul,PR,Noroeste Paranaense,Umuarama,UMUARAMA,0.8123876316401357,0.8663190583124674,0.7335227955178855,0.8373210410900543,Alto
412820,Sul,PR,Sudeste Paranaense,União da Vitória,UNIÃO DA VITÓRIA,0.7860324091059936,0.8128620868683742,0.6540903635667998,0.8911447768828068,Moderado
412830,Sul,PR,Norte Central Paranaense,Astorga,UNIFLOR,0.7201455736706855,0.8500882352941177,0.4195603465131502,0.8907881392047889,Moderado
412840,Sul,PR,Norte Pioneiro Paranaense,Assaí,URAÍ,0.7230732576406802,0.8505063770188928,0.4377960238444174,0.8809173720587306,Moderado
412850,Sul,PR,Norte Pioneiro Paranaense,Wenceslau Braz,WENCESLAU BRAZ,0.651061298935957,0.777017904068844,0.4547376379711988,0.7214283547678284,Moderado
412853,Sul,PR,Centro Oriental Paranaense,Telêmaco Borba,VENTANIA,0.7011666278425931,0.7303024088146144,0.6049239292198926,0.7682735454932723,Moderado
412855,Sul,PR,Oeste Paranaense,Foz do Iguaçu,VERA CRUZ DO OESTE,0.6971460210894705,0.7769660045836517,0.4459261495559441,0.8685459091288159,Moderado
412860,Sul,PR,Sudoeste Paranaense,Francisco Beltrão,VERÊ,0.6893597820726366,0.8414619412982585,0.4640990134412207,0.7625183914784307,Moderado
412862,Sul,PR,Noroeste Paranaense,Umuarama,ALTO PARAÍSO,0.7628068497691266,0.8502525141204023,0.6326594635485717,0.805508571638406,Moderado
412863,Sul,PR,Metropolitana de Curitiba,Cerro Azul,DOUTOR ULYSSES,0.662635440937381,0.6376074334872288,0.4874732345874949,0.8628256547374195,Moderado
412865,Sul,PR,Centro-Sul Paranaense,Guarapuava,VIRMOND,0.754345926557745,0.8194692030658417,0.5020689575596677,0.9414996190477257,Moderado
412870,Sul,PR,Sudoeste Paranaense,Pato Branco,VITORINO,0.7859176920697188,0.9062771836007131,0.547200676092184,0.9042752165162595,Moderado
412880,Sul,PR,Noroeste Paranaense,Umuarama,XAMBRÊ,0.6972094105894711,0.8220529938193375,0.4696408888798281,0.7999343490692478,Moderado
420005,Sul,SC,Serrana,Curitibanos,ABDON BATISTA,0.701526581970531,0.8686741135478583,0.557750249159237,0.6781553832044976,Moderado
420010,Sul,SC,Oeste Catarinense,Xanxerê,ABELARDO LUZ,0.7367008710401269,0.7697735986776815,0.6114494347633305,0.828879579679369,Moderado
420020,Sul,SC,Vale do Itajaí,Ituporanga,AGROLÂNDIA,0.7279994408806567,0.8451806113749848,0.4943767449492696,0.8444409663177159,Moderado
420030,Sul,SC,Vale do Itajaí,Rio do Sul,AGRONÔMICA,0.6990081991683368,0.772438651855592,0.4288411495855323,0.895744796063886,Moderado
420040,Sul,SC,Oeste Catarinense,Joaçaba,ÁGUA DOCE,0.711959600911037,0.8168528434629667,0.6865525245980315,0.6324734346721129,Moderado
420050,Sul,SC,Oeste Catarinense,Chapecó,ÁGUAS DE CHAPECÓ,0.6409672656078207,0.7948167027817417,0.2585604884231879,0.8695246056185326,Moderado
420055,Sul,SC,Oeste Catarinense,Chapecó,ÁGUAS FRIAS,0.7422423468306973,0.901764705882353,0.5671442384566665,0.7578180961530724,Moderado
420060,Sul,SC,Grande Florianópolis,Tabuleiro,ÁGUAS MORNAS,0.7233646857704127,0.8439080013968452,0.4141471921948571,0.912038863719536,Moderado
420070,Sul,SC,Grande Florianópolis,Tabuleiro,ALFREDO WAGNER,0.6902005337391897,0.7488570053788387,0.4959481905210698,0.8257964053176606,Moderado
420075,Sul,SC,Oeste Catarinense,Concórdia,ALTO BELA VISTA,0.6731548151273318,0.8367647058823531,0.3166963046005745,0.866003434899068,Moderado
420080,Sul,SC,Oeste Catarinense,São Miguel do Oeste,ANCHIETA,0.769531284963724,0.88736635223017,0.4845007286180517,0.9367267740429506,Moderado
420090,Sul,SC,Grande Florianópolis,Tijucas,ANGELINA,0.713402960357367,0.8424528630443275,0.4493683599985876,0.8483876580291863,Moderado
420100,Sul,SC,Serrana,Campos de Lages,ANITA GARIBALDI,0.6695124519162199,0.8530595591772063,0.3725665083087923,0.7829112882626612,Moderado
420110,Sul,SC,Grande Florianópolis,Tabuleiro,ANITÁPOLIS,0.6948214436999818,0.7742917138377805,0.454477675350785,0.8556949419113802,Moderado
420120,Sul,SC,Grande Florianópolis,Florianópolis,ANTÔNIO CARLOS,0.8248594987228369,0.9050980392156863,0.6468078728469757,0.9226725841058486,Alto
420125,Sul,SC,Vale do Itajaí,Blumenau,APIÚNA,0.7580289984941023,0.8469442083469544,0.5820350443397426,0.8451077427956101,Moderado
420127,Sul,SC,Oeste Catarinense,Concórdia,ARABUTÃ,0.7243639178678682,0.8715929536863289,0.4422138559554674,0.8592849439618087,Moderado
420130,Sul,SC,Norte Catarinense,Joinville,ARAQUARI,0.7704460562415052,0.7673451672542981,0.6675761697467695,0.8764168317234482,Moderado
420140,Sul,SC,Sul Catarinense,Araranguá,ARARANGUÁ,0.7771488212959107,0.8183978863813828,0.6708172454239778,0.8422313320823716,Moderado
420150,Sul,SC,Sul Catarinense,Tubarão,ARMAZÉM,0.7958669561099571,0.8694344158716119,0.7056598829281203,0.8125065695301393,Moderado
420160,Sul,SC,Oeste Catarinense,Joaçaba,ARROIO TRINTA,0.8010875172173817,0.8918529411764706,0.5779481478879588,0.9334614625877161,Alto
420165,Sul,SC,Oeste Catarinense,Concórdia,ARVOREDO,0.7747001452320323,0.8662105508870216,0.580537462358614,0.8773524224504616,Moderado
420170,Sul,SC,Vale do Itajaí,Blumenau,ASCURRA,0.7807308954857508,0.8742647058823529,0.5770413240359424,0.890886656538957,Moderado
420180,Sul,SC,Vale do Itajaí,Ituporanga,ATALANTA,0.7265084730114535,0.8752254901960784,0.4512445269441263,0.8530554018941561,Moderado
420190,Sul,SC,Vale do Itajaí,Rio do Sul,AURORA,0.7706931421972489,0.8899019607843137,0.5517630599894625,0.8704144058179705,Moderado
420195,Sul,SC,Sul Catarinense,Araranguá,BALNEÁRIO ARROIO DO SILVA,0.6770828808002614,0.8069030360345577,0.4386923039271834,0.7856533024390432,Moderado
420200,Sul,SC,Vale do Itajaí,Itajaí,BALNEÁRIO CAMBORIÚ,0.8575423956509908,0.8715432057854184,0.7703302812641948,0.9307536999033592,Alto
420205,Sul,SC,Norte Catarinense,Joinville,BALNEÁRIO BARRA DO SUL,0.6721213717361672,0.790750044537436,0.3908121078941612,0.8348019627769043,Moderado
420207,Sul,SC,Sul Catarinense,Araranguá,BALNEÁRIO GAIVOTA,0.6628927674561526,0.8044751718869366,0.3901713011700957,0.7940318293114255,Moderado
